id,unique_id,raceid,racetype,racetypeid,ballotorder,candidateid,description,electiondate,fipscode,first,incumbent,initialization_data,is_ballot_measure,last,lastupdated,level,national,officeid,officename,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,reportingunitid,reportingunitname,runoff,seatname,seatnum,statename,statepostal,test,uncontested,votecount,votepct,winner
16672-polid-1746-16047,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19093,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,7,100.0,7,16047,Ida,False,,,Iowa,IA,False,False,106,0.532663,True
16672-polid-1445-16047,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19093,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,7,100.0,7,16047,Ida,False,,,Iowa,IA,False,False,93,0.467337,False
16672-polid-100004-16047,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19093,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,7,100.0,7,16047,Ida,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16047,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19093,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,7,100.0,7,16047,Ida,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16047,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19093,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,7,100.0,7,16047,Ida,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16048,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19095,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,11,100.0,11,16048,Iowa,False,,,Iowa,IA,False,False,357,0.51,True
16672-polid-1445-16048,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19095,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,11,100.0,11,16048,Iowa,False,,,Iowa,IA,False,False,343,0.49,False
16672-polid-100004-16048,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19095,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,11,100.0,11,16048,Iowa,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16048,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19095,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,11,100.0,11,16048,Iowa,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16048,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19095,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,11,100.0,11,16048,Iowa,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16049,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19097,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,16,100.0,16,16049,Jackson,False,,,Iowa,IA,False,False,450,0.5,True
16672-polid-1445-16049,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19097,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,16,100.0,16,16049,Jackson,False,,,Iowa,IA,False,False,414,0.46,False
16672-polid-22603-16049,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19097,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,16,100.0,16,16049,Jackson,False,,,Iowa,IA,False,False,36,0.04,False
16672-polid-100004-16049,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19097,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,16,100.0,16,16049,Jackson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16049,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19097,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,16,100.0,16,16049,Jackson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16050,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19099,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,20,100.0,20,16050,Jasper,False,,,Iowa,IA,False,False,927,0.515,True
16672-polid-1445-16050,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19099,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,20,100.0,20,16050,Jasper,False,,,Iowa,IA,False,False,810,0.45,False
16672-polid-22603-16050,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19099,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,20,100.0,20,16050,Jasper,False,,,Iowa,IA,False,False,63,0.035,False
16672-polid-100004-16050,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19099,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,20,100.0,20,16050,Jasper,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16050,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19099,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,20,100.0,20,16050,Jasper,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16051,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19101,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,12,100.0,12,16051,Jefferson,False,,,Iowa,IA,False,False,245,0.272525,True
16672-polid-1445-16051,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19101,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,12,100.0,12,16051,Jefferson,False,,,Iowa,IA,False,False,654,0.727475,False
16672-polid-100004-16051,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19101,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,12,100.0,12,16051,Jefferson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16051,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19101,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,12,100.0,12,16051,Jefferson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16051,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19101,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,12,100.0,12,16051,Jefferson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16052,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19103,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,57,100.0,57,16052,Johnson,False,,,Iowa,IA,False,False,3700,0.402218,True
16672-polid-1445-16052,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19103,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,57,100.0,57,16052,Johnson,False,,,Iowa,IA,False,False,5473,0.594956,False
16672-polid-22603-16052,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19103,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,57,100.0,57,16052,Johnson,False,,,Iowa,IA,False,False,26,0.002826,False
16672-polid-100004-16052,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19103,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,57,100.0,57,16052,Johnson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16052,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19103,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,57,100.0,57,16052,Johnson,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16053,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19105,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,14,100.0,14,16053,Jones,False,,,Iowa,IA,False,False,419,0.466073,True
16672-polid-1445-16053,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19105,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,14,100.0,14,16053,Jones,False,,,Iowa,IA,False,False,480,0.533927,False
16672-polid-100004-16053,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19105,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,14,100.0,14,16053,Jones,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16053,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19105,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,14,100.0,14,16053,Jones,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16053,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19105,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,14,100.0,14,16053,Jones,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16054,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19107,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,15,100.0,15,16054,Keokuk,False,,,Iowa,IA,False,False,250,0.625,True
16672-polid-1445-16054,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19107,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,15,100.0,15,16054,Keokuk,False,,,Iowa,IA,False,False,140,0.35,False
16672-polid-22603-16054,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19107,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,15,100.0,15,16054,Keokuk,False,,,Iowa,IA,False,False,10,0.025,False
16672-polid-100004-16054,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19107,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,15,100.0,15,16054,Keokuk,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16054,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19107,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,15,100.0,15,16054,Keokuk,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16055,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19109,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,20,100.0,20,16055,Kossuth,False,,,Iowa,IA,False,False,360,0.608108,True
16672-polid-1445-16055,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19109,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,20,100.0,20,16055,Kossuth,False,,,Iowa,IA,False,False,213,0.359797,False
16672-polid-22603-16055,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19109,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,20,100.0,20,16055,Kossuth,False,,,Iowa,IA,False,False,13,0.021959,False
16672-polid-100004-16055,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19109,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,20,100.0,20,16055,Kossuth,False,,,Iowa,IA,False,False,6,0.010135,False
16672-polid-100007-16055,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19109,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,20,100.0,20,16055,Kossuth,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16056,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19111,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,22,100.0,22,16056,Lee,False,,,Iowa,IA,False,False,929,0.546792,True
16672-polid-1445-16056,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19111,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,22,100.0,22,16056,Lee,False,,,Iowa,IA,False,False,770,0.453208,False
16672-polid-100004-16056,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19111,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,22,100.0,22,16056,Lee,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16056,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19111,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,22,100.0,22,16056,Lee,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16056,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19111,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,22,100.0,22,16056,Lee,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16057,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19113,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,86,100.0,86,16057,Linn,False,,,Iowa,IA,False,False,5733,0.473841,True
16672-polid-1445-16057,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19113,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,86,100.0,86,16057,Linn,False,,,Iowa,IA,False,False,6331,0.523266,False
16672-polid-22603-16057,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19113,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,86,100.0,86,16057,Linn,False,,,Iowa,IA,False,False,35,0.002893,False
16672-polid-100004-16057,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19113,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,86,100.0,86,16057,Linn,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16057,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19113,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,86,100.0,86,16057,Linn,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16058,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19115,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,5,100.0,5,16058,Louisa,False,,,Iowa,IA,False,False,224,0.56,True
16672-polid-1445-16058,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19115,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,5,100.0,5,16058,Louisa,False,,,Iowa,IA,False,False,168,0.42,False
16672-polid-22603-16058,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19115,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,5,100.0,5,16058,Louisa,False,,,Iowa,IA,False,False,8,0.02,False
16672-polid-100004-16058,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19115,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,5,100.0,5,16058,Louisa,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16058,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19115,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,5,100.0,5,16058,Louisa,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16059,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19117,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,7,100.0,7,16059,Lucas,False,,,Iowa,IA,False,False,180,0.6,True
16672-polid-1445-16059,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19117,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,7,100.0,7,16059,Lucas,False,,,Iowa,IA,False,False,120,0.4,False
16672-polid-100004-16059,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19117,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,7,100.0,7,16059,Lucas,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16059,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19117,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,7,100.0,7,16059,Lucas,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16059,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19117,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,7,100.0,7,16059,Lucas,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16060,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19119,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,8,100.0,8,16060,Lyon,False,,,Iowa,IA,False,False,80,0.40201,True
16672-polid-1445-16060,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19119,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,8,100.0,8,16060,Lyon,False,,,Iowa,IA,False,False,113,0.567839,False
16672-polid-22603-16060,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19119,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,8,100.0,8,16060,Lyon,False,,,Iowa,IA,False,False,6,0.030151,False
16672-polid-100004-16060,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19119,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,8,100.0,8,16060,Lyon,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16060,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19119,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,8,100.0,8,16060,Lyon,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16061,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19121,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,9,100.0,9,16061,Madison,False,,,Iowa,IA,False,False,320,0.533333,True
16672-polid-1445-16061,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19121,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,9,100.0,9,16061,Madison,False,,,Iowa,IA,False,False,280,0.466667,False
16672-polid-100004-16061,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19121,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,9,100.0,9,16061,Madison,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16061,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19121,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,9,100.0,9,16061,Madison,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16061,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19121,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,9,100.0,9,16061,Madison,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16062,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19123,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,11,100.0,11,16062,Mahaska,False,,,Iowa,IA,False,False,393,0.562232,True
16672-polid-1445-16062,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19123,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,11,100.0,11,16062,Mahaska,False,,,Iowa,IA,False,False,306,0.437768,False
16672-polid-100004-16062,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19123,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,11,100.0,11,16062,Mahaska,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16062,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19123,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,11,100.0,11,16062,Mahaska,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16062,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19123,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,11,100.0,11,16062,Mahaska,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16063,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19125,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,17,100.0,17,16063,Marion,False,,,Iowa,IA,False,False,650,0.5,True
16672-polid-1445-16063,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19125,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,17,100.0,17,16063,Marion,False,,,Iowa,IA,False,False,624,0.48,False
16672-polid-22603-16063,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19125,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,17,100.0,17,16063,Marion,False,,,Iowa,IA,False,False,26,0.02,False
16672-polid-100004-16063,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19125,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,17,100.0,17,16063,Marion,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16063,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19125,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,17,100.0,17,16063,Marion,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16064,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19127,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,19,100.0,19,16064,Marshall,False,,,Iowa,IA,False,False,839,0.46637,True
16672-polid-1445-16064,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19127,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,19,100.0,19,16064,Marshall,False,,,Iowa,IA,False,False,960,0.53363,False
16672-polid-100004-16064,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19127,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,19,100.0,19,16064,Marshall,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16064,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19127,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,19,100.0,19,16064,Marshall,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16064,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19127,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,19,100.0,19,16064,Marshall,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16065,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19129,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,11,100.0,11,16065,Mills,False,,,Iowa,IA,False,False,255,0.511022,True
16672-polid-1445-16065,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19129,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,11,100.0,11,16065,Mills,False,,,Iowa,IA,False,False,244,0.488978,False
16672-polid-100004-16065,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19129,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,11,100.0,11,16065,Mills,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16065,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19129,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,11,100.0,11,16065,Mills,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-22603-16065,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19129,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,11,100.0,11,16065,Mills,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16066,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19131,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,11,100.0,11,16066,Mitchell,False,,,Iowa,IA,False,False,260,0.65,True
16672-polid-1445-16066,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19131,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,11,100.0,11,16066,Mitchell,False,,,Iowa,IA,False,False,135,0.3375,False
16672-polid-22603-16066,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19131,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,11,100.0,11,16066,Mitchell,False,,,Iowa,IA,False,False,5,0.0125,False
16672-polid-100004-16066,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19131,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,11,100.0,11,16066,Mitchell,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16066,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19131,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,11,100.0,11,16066,Mitchell,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-1746-16067,polid-1746,16672,Caucus,E,1,22310,,2016-02-01,19133,Hillary,False,False,,Clinton,2016-02-02T18:05:32Z,county,True,P,President,Dem,1746,18855,11,100.0,11,16067,Monona,False,,,Iowa,IA,False,False,180,0.602007,True
16672-polid-1445-16067,polid-1445,16672,Caucus,E,3,22311,,2016-02-01,19133,Bernie,False,False,,Sanders,2016-02-02T18:05:32Z,county,True,P,President,Dem,1445,18856,11,100.0,11,16067,Monona,False,,,Iowa,IA,False,False,116,0.38796,False
16672-polid-22603-16067,polid-22603,16672,Caucus,E,2,22312,,2016-02-01,19133,Martin,False,False,,O'Malley,2016-02-02T18:05:32Z,county,True,P,President,Dem,22603,18857,11,100.0,11,16067,Monona,False,,,Iowa,IA,False,False,3,0.010033,False
16672-polid-100004-16067,polid-100004,16672,Caucus,E,4,22340,,2016-02-01,19133,,False,False,,Uncommitted,2016-02-02T18:05:32Z,county,True,P,President,Dem,100004,16613,11,100.0,11,16067,Monona,False,,,Iowa,IA,False,False,0,0.0,False
16672-polid-100007-16067,polid-100007,16672,Caucus,E,5,22343,,2016-02-01,19133,,False,False,,Other,2016-02-02T18:05:32Z,county,True,P,President,Dem,100007,17474,11,100.0,11,16067,Monona,False,,,Iowa,IA,False,False,0,0.0,False
